ID,University,Logo,Rank,Type,Location,Student,Year,Contact,Email,Website,Strength,Description,Exchange,agricultural_food_science,arts_design,economics_business_management,engineering,law_political_science,medicine_pharmacy_health_sciences,physical_science,social_sciences_humanities,sports_physical_education,technology
90,University of Hyogo,https://cdn.adscientificindex.com/logos/28173.png,83,Public,Hyogo,400,2004,81792923111,koho@ofc.u-hyogo.ac.jp,https://www.u-hyogo.ac.jp/,"business, engineering",University of Hyogo was founded in 2004 and they are popular for business and engineering.,True,True,True,True,True,True,True,True,True,True,True
91,University of Miyazaki,https://cdn.adscientificindex.com/logos/11207.jpg,89,Public,Miyazaki,6000,2003,81985859000,koho@of.miyazaki-u.ac.jp,https://www.miyazaki-u.ac.jp/,"agriculture, veterinary medicine",University of Miyazaki was founded in 2003 and they are popular for agriculture and veterinary medicine.,True,True,True,True,True,True,True,True,True,True,True
92,University of the Ryukyus,https://cdn.adscientificindex.com/logos/11328.png,100,Public,Okinawa,10000,1907,81988952221,kouhou@acs.u-ryukyu.ac.jp,https://www.u-ryukyu.ac.jp/,"medicine, marine science",University of the Ryukyus was founded in 1907 and they are popular for medicine and marine science.,True,True,True,True,True,True,True,True,True,True,True
93,University of Toyama,https://cdn.adscientificindex.com/logos/11509.png,75,Public,Toyama,8000,1975,81764456000,kokusai@office.u-toyama.ac.jp,https://www.u-toyama.ac.jp/,"medicine, pharmacy",University of Toyama was founded in 1975 and they are popular for medicine and pharmacy.,True,True,True,True,True,True,True,True,True,True,True
94,University of Tsukuba,https://cdn.adscientificindex.com/logos/11517.jpg,9,Public,Ibaraki,17000,1973,81298532111,soumu@un.tsukuba.ac.jp,https://www.tsukuba.ac.jp/,"sports science, education, physics","University of Tsukuba was founded in 1973 and they are popular for sports science, education and physics.",True,True,True,True,True,True,True,True,True,True,True
95,University of Yamanashi,https://cdn.adscientificindex.com/logos/11586.png,86,Public,Yamanashi,5000,1949,81552208000,koho@yamanashi.ac.jp,https://www.yamanashi.ac.jp/,"medicine, engineering",University of Yamanashi was founded in 1949 and they are popular for medicine and engineering.,True,True,True,True,True,True,True,True,True,True,True
96,Utsunomiya University,https://cdn.adscientificindex.com/logos/11640.jpg,62,Public,Tochigi,6000,1949,81286495111,kouhou@cc.utsunomiya-u.ac.jp,https://www.utsunomiya-u.ac.jp/,"agriculture, engineering",Utsunomiya University was founded in 1949 and they are popular for agriculture and engineering.,True,True,True,True,True,True,True,True,True,True,True
97,Waseda University,https://cdn.adscientificindex.com/logos/11856.jpg,14,Private,Tokyo,48000,1882,81332037747,koho@list.waseda.jp,https://www.waseda.jp/top/,"political science, business, literature, law","Waseda University was founded in 1882 and they are popular for political science, business, literature and law.",True,True,True,True,True,True,True,True,True,True,True
98,Yamagata University,https://cdn.adscientificindex.com/logos/12062.jpg,60,Public,Yamagata,9000,1949,81236284000,koho@jm.yamagata-u.ac.jp,https://www.yamagata-u.ac.jp/,"medicine, engineering",Yamagata University was founded in 1949 and they are popular for medicine and engineering.,True,True,True,True,True,True,True,True,True,True,True
99,Yamaguchi University,https://cdn.adscientificindex.com/logos/12063.jpg,76,Public,Yamaguchi,10000,1949,81839335000,koho@yamaguchi-u.ac.jp,https://www.yamaguchi-u.ac.jp/,"medicine, engineering",Yamaguchi University was founded in 1949 and they are popular for medicine and engineering.,True,True,True,True,True,True,True,True,True,True,True
100,Yokohama City University,https://cdn.adscientificindex.com/logos/12104.jpg,44,Public,Kanagawa,2000,1882,81457872311,kouhou@yokohama-cu.ac.jp,https://www.yokohama-cu.ac.jp/,"medicine, life sciences",Yokohama City University was founded in 1882 and they are popular for medicine and life sciences.,True,True,True,True,True,True,True,True,True,True,True
101,Yokohama National University,https://cdn.adscientificindex.com/logos/12106.jpg,30,Public,Kanagawa,10000,1949,81453393035,kouhou@ynu.ac.jp,https://www.ynu.ac.jp/,"engineering, education",Yokohama National University was founded in 1949 and they are popular for engineering and education.,True,True,True,True,True,True,True,True,True,True,True
