ID,University,Logo,Rank,Type,Location,Student,Year,Contact,Email,Website,Strength,Description,Exchange,agricultural_food_science,arts_design,economics_business_management,engineering,law_political_science,medicine_pharmacy_health_sciences,physical_science,social_sciences_humanities,sports_physical_education,technology
73,Samyuk University (SAHMYOOK University),https://www.google.com/url?sa=i&url=https%3A%2F%2Fen.wikipedia.org%2Fwiki%2FSahmyook_University&psig=AOvVaw3jWPWBdZ3hHtaKUt6aSE3e&ust=1747996042171000&source=images&cd=vfe&opi=89978449&ved=0CBQQjRxqFwoTCND7puvuto0DFQAAAAAdAAAAABAE,62,Private,Cheonan,6000,1906,82233993636,general@syu.ac.kr,https://www.syu.ac.kr/eng/,"Health sciences, theology, music, and vegetarian nutrition.","Samyuk University (SAHMYOOK University) was founded in 1906, and it's strengths are Health sciences, theology, music, and vegetarian nutrition.",True,True,True,True,True,True,True,True,True,True,True
74,Sangji University,https://cdn.adscientificindex.com/logos/7591.png,68,Private,Wonju,9000,1974,82337300125,NA,https://www.sangji.ac.kr/,"Buddhist studies, bio-industry, regional policy (Wonju-based).","Sangji University was founded in 1974, and it's strengths are Buddhist studies, bio-industry, regional policy (Wonju-based).",True,True,True,True,True,True,True,True,True,True,True
75,Sangmyeong University,https://upload.wikimedia.org/wikipedia/commons/0/03/Sangmyung_University.jpg,42,Private,Seoul,15000,1937,82222875114,NA,https://www.smu.ac.kr/eng1/index.do,"Liberal arts, design, performing arts, business, and AI.","Sangmyeong University was founded in 1937, and it's strengths are Liberal arts, design, performing arts, business, and AI.",True,True,True,True,True,True,True,True,True,True,True
76,Sangmyung University,https://cdn.adscientificindex.com/logos/24534.jpg,NA,Private,Seoul,15000,1937,82222875114,hshan@smu.ac.kr,https://www.smu.ac.kr/,"Game design, AI, digital media (creative tech focus).","Sangmyung University was founded in 1937, and it's strengths are Game design, AI, digital media (creative tech focus).",True,True,True,True,True,True,True,True,True,True,True
77,Sejong University,https://cdn.adscientificindex.com/logos/7712.jpg,7,Private,Seoul,20000,1940,8220252025,exchange@sejong.ac.kr,https://en.sejong.ac.kr/eng/index.do,"Hospitality, animation, data science (named after King Sejong the Great).","Sejong University was founded in 1940, and it's strengths are Hospitality, animation, data science (named after King Sejong the Great).",True,True,True,True,True,True,False,True,True,True,True
78,Seoul National University,https://www.shorttermprograms.com/images/cache/600_by_314/uploads/institution-logos/seoul-national-university.png,1,Public,Seoul,28000,1946,8228806971,snuadmit@snu.ac.kr,https://en.snu.ac.kr/,"All-round excellence: Medicine, law, engineering, social sciences, humanities (South Korea’s top university).","Seoul National University was founded in 1946, and it's strengths are All-round excellence: Medicine, law, engineering, social sciences, humanities (South Korea’s top university).",True,True,True,True,True,True,True,True,True,True,True
79,Seoul National University of Science and Technology,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTxN57I7QQaXtTf65tIm9PNnsdno4aDCAkz5Q&s,34,Public,Seoul,15000,1910,8229709206,admission@seoultech.ac.kr,https://www.seoultech.ac.kr/,"Engineering, design, practical tech (industry-aligned programs).","Seoul National University of Science and Technology was founded in 1910, and it's strengths are Engineering, design, practical tech (industry-aligned programs).",True,True,True,True,True,True,True,True,True,True,True
80,Seoul Women's University,https://cdn.adscientificindex.com/logos/7906.png,86,Private,Seoul,9000,1961,8229705064,service5064@swu.ac.kr,https://www.swu.ac.kr/,"Women’s education, AI, data science (Seoul-based women’s university).","Seoul Women's University was founded in 1961, and it's strengths are Women’s education, AI, data science (Seoul-based women’s university).",True,False,True,True,True,True,True,True,True,True,True
81,Silla University,https://cdn.adscientificindex.com/logos/8149.jpg,58,Private,Busan,11000,1954,82519996270,baesd@silla.ac.kr,https://www.silla.ac.kr/,"Energy engineering, cultural studies (Busan-based).","Silla University was founded in 1954, and it's strengths are Energy engineering, cultural studies (Busan-based).",True,True,True,True,True,True,True,True,True,True,True
82,Sogang University,https://cdn.adscientificindex.com/logos/8218.jpg,23,Private,Seoul,12000,1960,8227058000,onestop@sogang.ac.kr,https://www.sogang.ac.kr/,"Liberal arts, economics, communication (Jesuit-affiliated; critical thinking focus).","Sogang University was founded in 1960, and it's strengths are Liberal arts, economics, communication (Jesuit-affiliated; critical thinking focus).",True,False,True,True,True,True,True,True,True,True,True
83,Sookmyung Women's University,https://cdn.adscientificindex.com/logos/8238.png,NA,Private,Seoul,13000,1906,82263253102,inthouse@sookmyung.ac.kr,https://www.sookmyung.ac.kr/,"Women’s leadership, AI, data science (prestigious women’s university in Seoul).","Sookmyung Women's University was founded in 1906, and it's strengths are Women’s leadership, AI, data science (prestigious women’s university in Seoul).",True,False,True,True,True,True,True,True,True,True,True
84,Soonchunhyang University,https://cdn.adscientificindex.com/logos/8239.jpg,34,Private,Asan,10000,1978,82415301305,elina@sch.ac.kr,https://www.sch.ac.kr/,"Medicine, biochemistry, global health (Asan-based).","Soonchunhyang University was founded in 1978, and it's strengths are Medicine, biochemistry, global health (Asan-based).",True,True,True,True,True,True,True,True,True,True,True
85,Soongsil University,https://cdn.adscientificindex.com/logos/8240.jpg,34,Private,Seoul,19000,1897,82-27049304718230,studyabroad@soongsil.ac.krapply,https://www.ssu.ac.kr/,"Computer science, software engineering (oldest modern university in Korea).","Soongsil University was founded in 1897, and it's strengths are Computer science, software engineering (oldest modern university in Korea).",True,False,True,True,True,True,True,True,True,True,True
86,Sun Moon University,https://cdn.adscientificindex.com/logos/8578.jpg,NA,Private,Asan,10000,1972,82415302114,korean@sunmoon.ac.kr,https://www.sunmoon.ac.kr/,"Theology, solar energy, bioengineering (Christian-affiliated).","Sun Moon University was founded in 1972, and it's strengths are Theology, solar energy, bioengineering (Christian-affiliated).",True,True,True,True,True,True,True,True,True,True,True
87,Sunchon National University,https://cdn.adscientificindex.com/logos/8580.jpg,NA,Public,Suncheon,13000,1935,82617503143,int_admission@scnu.ac.kr,https://www.sunchon.ac.kr/,"Agriculture, biotechnology, regional development (Sunchon-focused).","Sunchon National University was founded in 1935, and it's strengths are Agriculture, biotechnology, regional development (Sunchon-focused).",True,True,True,True,True,True,True,True,True,True,True
88,Sungkyunkwan University,https://cdn.adscientificindex.com/logos/8582.png,3,Private,Seoul,26000,1398,8227600114,cilee@skku.edu,https://www.skku.edu/eng/index.do,"Samsung-backed STEM, business, nanotechnology, Confucian studies (oldest university in East Asia).","Sungkyunkwan University was founded in 1398, and it's strengths are Samsung-backed STEM, business, nanotechnology, Confucian studies (oldest university in East Asia).",True,True,True,True,True,True,True,True,True,True,True
89,Sungshin University,https://upload.wikimedia.org/wikipedia/en/thumb/6/65/Sungshin_Women%27s_University_logo.svg/1200px-Sungshin_Women%27s_University_logo.svg.png,NA,Private,Seoul,13000,1936,8229207302,lang@sungshin.ac.kr,https://www.sungshin.ac.kr/,"Women’s education, music, AI (Seoul-based women’s university).","Sungshin University was founded in 1936, and it's strengths are Women’s education, music, AI (Seoul-based women’s university).",True,True,True,True,True,True,True,True,True,True,True
90,The Catholic University of Korea,https://www.topuniversities.com/sites/default/files/profiles/logos/the-catholic-university-of-korea-_592560cf2aeae70239af4ed7_large.jpg,19,Private,Seoul,11000,1855,82222587077,leeboram@catholic.ac.kr,https://www.catholic.ac.kr/,"Medicine, theology, bioethics (affiliated with Catholic Church).","The Catholic University of Korea was founded in 1855, and it's strengths are Medicine, theology, bioethics (affiliated with Catholic Church).",True,True,True,True,True,True,True,True,True,True,True
91,Ulsan National Institute of Science and Technology,https://upload.wikimedia.org/wikipedia/en/4/48/Latest_UNIST_logo.jpg,7,Public,Eonyang,4000,2007,82522171127,adm-u@unist.ac.kr,https://www.unist.ac.kr/,"Energy engineering, materials science, sustainability (Hyundai-linked research in Ulsan).","Ulsan National Institute of Science and Technology was founded in 2007, and it's strengths are Energy engineering, materials science, sustainability (Hyundai-linked research in Ulsan).",True,True,True,True,True,True,True,True,True,True,True
92,University of Incheon,https://upload.wikimedia.org/wikipedia/en/thumb/c/c3/Incheon_National_University.svg/1200px-Incheon_National_University.svg.png,34,Public,Incheon,13000,1979,82328359584,isc@inu.ac.kr,https://www.inu.ac.kr/,"Logistics, maritime studies, international trade (Incheon port-focused).","University of Incheon was founded in 1979, and it's strengths are Logistics, maritime studies, international trade (Incheon port-focused).",True,True,True,True,True,True,True,True,True,True,True
93,University of Seoul,https://cdn.adscientificindex.com/logos/11365.jpg,23,Public,Seoul,12000,1918,82264906114,webmaster@uos.ac.kr,https://www.uos.ac.kr/,"Urban planning, public administration, environmental engineering (city-funded).","University of Seoul was founded in 1918, and it's strengths are Urban planning, public administration, environmental engineering (city-funded).",True,True,True,True,True,True,True,True,True,True,True
94,University of Suwon,https://upload.wikimedia.org/wikipedia/commons/e/e7/%EC%88%98%EC%9B%90%EB%8C%80%ED%95%99%EA%B5%90%EC%98%81%EB%AC%B8%EB%A1%9C%EA%B3%A0.png,60,Private,Suwon,10000,1977,82312298077,intl.college@suwon.ac.kr,https://en.suwon.ac.kr/?menuno=2916,"Agriculture, biotechnology, engineering, and sports science.","University of Suwon was founded in 1977, and it's strengths are Agriculture, biotechnology, engineering, and sports science.",True,True,True,True,True,True,True,True,True,True,True
95,University of Ulsan,https://cdn.adscientificindex.com/logos/11523.jpg,14,Private,Ulsan,15000,1970,82522205952,international@mail.ulsan.ac.kr,https://www.ulsan.ac.kr/,"Automotive engineering, medicine (linked to Hyundai Heavy Industries).","University of Ulsan was founded in 1970, and it's strengths are Automotive engineering, medicine (linked to Hyundai Heavy Industries).",True,True,True,True,True,True,True,True,True,True,True
96,Wonkwang University,https://cdn.adscientificindex.com/logos/11991.jpg,63,Private,Iksan,17000,1946,822220252,bon5752@wku.ac.kr,https://www.wku.ac.kr/,"Traditional Korean medicine, dentistry, public health (Jeollabuk-do focus).","Wonkwang University was founded in 1946, and it's strengths are Traditional Korean medicine, dentistry, public health (Jeollabuk-do focus).",True,True,True,True,True,True,True,True,True,True,True
97,Woosong University,https://cdn.adscientificindex.com/logos/28380.png,34,Private,Daejeon,15000,1954,82426296114,iaccoordinator@wsu.ac.kr,https://www.wsu.ac.kr/,"Hospitality, rail transport, global business (Daejeon-based).","Woosong University was founded in 1954, and it's strengths are Hospitality, rail transport, global business (Daejeon-based).",True,True,True,True,True,True,True,True,True,True,True
98,Woosuk University,https://cdn.adscientificindex.com/logos/11994.jpg,66,Private,Wanju-gun,12000,1979,82632901114,global@woosuk.ac.kr,https://www.wsu.ac.kr/,"Traditional Korean medicine, sports science (Wanju-based).","Woosuk University was founded in 1979, and it's strengths are Traditional Korean medicine, sports science (Wanju-based).",True,True,True,True,True,True,True,True,True,True,True
99,Yeungnam University,https://cdn.adscientificindex.com/logos/12097.jpg,19,Private,Gyeongsan,32000,1967,82538107871,helena5115@ynu.ac.kr,https://www.yu.ac.kr/,"Materials engineering, business, regional economics (Daegu-focused).","Yeungnam University was founded in 1967, and it's strengths are Materials engineering, business, regional economics (Daegu-focused).",True,True,True,True,True,True,True,True,True,True,True
100,Yonsei University,https://upload.wikimedia.org/wikipedia/en/thumb/9/95/YonseiUniversityEmblem.svg/1200px-YonseiUniversityEmblem.svg.png,3,Private,Seoul,37000,1885,82221237371,amber@yonsei.ac.kr,https://www.yonsei.ac.kr/,"Medicine, business (Yonsei School of Business), international studies, liberal arts (SKY university).","Yonsei University was founded in 1885, and it's strengths are Medicine, business (Yonsei School of Business), international studies, liberal arts (SKY university).",True,True,True,True,True,True,True,True,True,True,True
